idx,created_at,tree_dbh,curb_loc,health,steward,guards,sidewalk,user_type,problems,spc_common,spc_latin,nta,nta_name,borocode,boro_ct,boroname,zip_city,cb_num,st_senate,st_assem,cncldist,health_is_0,health_is_1,health_is_2
1001,2016-05-04,6,OnCurb,1,,,Damage,Volunteer,,pin oak,Quercus palustris,MN23,West Village,1,1007100,Manhattan,New York,102,27,66,3,0,1,0
1002,2015-07-13,7,OnCurb,1,,,Damage,Volunteer,StonesBranchOther,English oak,Quercus robur,BK63,Crown Heights South,3,3033300,Brooklyn,Brooklyn,309,20,43,35,0,1,0
1003,2015-09-08,14,OnCurb,1,,,Damage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,QN19,Glendale,4,4063900,Queens,Ridgewood,405,15,28,30,0,1,0
1004,2016-07-31,18,OnCurb,1,,Helpful,Damage,NYC Parks Staff,,sycamore maple,Acer pseudoplatanus,SI32,Rossville-Woodrow,5,5020804,Staten Island,Staten Island,503,24,62,51,0,1,0
1005,2015-11-29,16,OnCurb,0,,,NoDamage,TreesCount Staff,,Sophora,Styphnolobium japonicum,QN49,Whitestone,4,4094500,Queens,Whitestone,407,11,26,19,1,0,0
1006,2015-10-16,16,OnCurb,0,,,Damage,Volunteer,,pin oak,Quercus palustris,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3061200,Brooklyn,Brooklyn,315,22,45,48,1,0,0
1007,2015-08-23,7,OffsetFromCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,SI35,New Brighton-Silver Lake,5,5010500,Staten Island,Staten Island,501,23,61,49,0,1,0
1008,2016-09-02,6,OnCurb,1,,,Damage,TreesCount Staff,,pin oak,Quercus palustris,QN55,South Ozone Park,4,4081800,Queens,South Ozone Park,410,10,31,28,0,1,0
1009,2015-10-16,18,OnCurb,1,,,Damage,NYC Parks Staff,,pin oak,Quercus palustris,QN35,Briarwood-Jamaica Hills,4,4023000,Queens,Jamaica,408,11,24,24,0,1,0
1010,2015-09-12,6,OnCurb,1,1or2,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,BK82,East New York,3,3111800,Brooklyn,Brooklyn,305,19,60,42,0,1,0
1011,2016-03-18,31,OnCurb,0,,,Damage,Volunteer,Stones,ginkgo,Ginkgo biloba,BX49,Pelham Parkway,2,2025000,Bronx,Bronx,211,34,80,13,1,0,0
1012,2016-02-17,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,littleleaf linden,Tilia cordata,QN37,Kew Gardens Hills,4,4080900,Queens,Flushing,408,16,27,24,0,1,0
1013,2016-03-13,16,OnCurb,2,,,Damage,Volunteer,StonesMetalGratesBranchLights,green ash,Fraxinus pennsylvanica,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3069602,Brooklyn,Brooklyn,318,19,59,46,0,0,1
1014,2015-11-05,3,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN62,Queensboro Hill,4,4083700,Queens,Flushing,407,16,25,20,0,1,0
1015,2015-08-16,4,OnCurb,0,,,Damage,Volunteer,,London planetree,Platanus x acerifolia,QN71,Old Astoria,4,4007100,Queens,Astoria,401,12,36,22,1,0,0
1016,2016-08-05,4,OnCurb,1,,,Damage,Volunteer,,maple,Acer,QN38,Pomonok-Flushing Heights-Hillcrest,4,4126700,Queens,Jamaica,408,14,24,24,0,1,0
1017,2015-11-11,6,OnCurb,0,1or2,Helpful,NoDamage,TreesCount Staff,,American linden,Tilia americana,SI54,Great Kills,5,5014606,Staten Island,Staten Island,503,24,62,51,1,0,0
1018,2015-08-21,26,OnCurb,0,,,Damage,NYC Parks Staff,Stones,London planetree,Platanus x acerifolia,QN15,Far Rockaway-Bayswater,4,4103202,Queens,Far Rockaway,414,10,31,31,1,0,0
1019,2015-10-13,12,OnCurb,1,,,Damage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,QN08,St. Albans,4,4042400,Queens,Jamaica,412,14,29,27,0,1,0
1020,2015-08-04,8,OnCurb,1,,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,QN54,Richmond Hill,4,4013000,Queens,Richmond Hill,409,10,28,32,0,1,0
1021,2015-10-05,4,OnCurb,1,,,Damage,Volunteer,RootOtherTrunkOther,English oak,Quercus robur,QN20,Ridgewood,4,4058500,Queens,Ridgewood,405,15,37,30,0,1,0
1022,2016-05-22,4,OnCurb,1,1or2,,NoDamage,Volunteer,,cherry,Prunus,MN11,Central Harlem South,1,1019000,Manhattan,New York,110,30,70,9,0,1,0
1023,2016-07-15,5,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,QN57,Lindenwood-Howard Beach,4,4088400,Queens,Howard Beach,410,15,23,32,0,1,0
1024,2015-10-16,23,OnCurb,0,,,NoDamage,Volunteer,BranchLights,honeylocust,Gleditsia triacanthos var. inermis,MN28,Lower East Side,1,1002800,Manhattan,New York,103,27,74,2,1,0,0
1025,2015-09-26,6,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BK23,West Brighton,3,3035400,Brooklyn,Brooklyn,313,23,46,47,0,1,0
1026,2015-10-27,4,OnCurb,1,,Helpful,NoDamage,Volunteer,BranchOther,cherry,Prunus,BK78,Bushwick South,3,3049300,Brooklyn,Brooklyn,301,18,53,34,0,1,0
1027,2016-01-12,11,OffsetFromCurb,1,,,NoDamage,TreesCount Staff,,green ash,Fraxinus pennsylvanica,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,61,49,0,1,0
1028,2015-10-29,4,OnCurb,1,1or2,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,BX46,Parkchester,2,2021002,Bronx,Bronx,209,32,87,18,0,1,0
1029,2015-09-03,4,OnCurb,1,,,NoDamage,TreesCount Staff,,cherry,Prunus,MN33,East Harlem South,1,1017200,Manhattan,New York,111,29,68,8,0,1,0
1030,2016-05-23,7,OnCurb,1,,,Damage,Volunteer,BranchLights,Norway maple,Acer platanoides,BK35,Stuyvesant Heights,3,3038300,Brooklyn,Brooklyn,303,25,56,41,0,1,0
1031,2015-09-18,6,OnCurb,1,1or2,Unsure,NoDamage,NYC Parks Staff,,cherry,Prunus,QN30,Maspeth,4,4052100,Queens,Maspeth,405,15,30,30,0,1,0
1032,2015-11-28,3,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5027705,Staten Island,Staten Island,502,24,63,51,0,1,0
1033,2015-12-31,13,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,BX01,Claremont-Bathgate,2,2039500,Bronx,Bronx,206,33,86,15,0,1,0
1034,2015-10-30,7,OnCurb,1,,,NoDamage,Volunteer,,Callery pear,Pyrus calleryana,BK61,Crown Heights North,3,3033700,Brooklyn,Brooklyn,308,20,56,35,0,1,0
1035,2015-07-29,16,OnCurb,1,,,Damage,Volunteer,WiresRope,English oak,Quercus robur,QN51,Murray Hill,4,4116300,Queens,Flushing,407,16,40,20,0,1,0
1036,2016-08-25,28,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,pin oak,Quercus palustris,QN19,Glendale,4,4063700,Queens,Ridgewood,405,15,28,30,0,1,0
1037,2015-10-22,14,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,QN51,Murray Hill,4,4115900,Queens,Flushing,407,16,40,20,1,0,0
1038,2015-11-20,22,OnCurb,1,,,NoDamage,Volunteer,BranchLights,sweetgum,Liquidambar styraciflua,BK73,North Side-South Side,3,3055300,Brooklyn,Brooklyn,301,18,50,34,0,1,0
1039,2016-08-09,14,OnCurb,0,,Harmful,Damage,Volunteer,RootOther,Japanese zelkova,Zelkova serrata,BK33,Carroll Gardens-Columbia Street-Red Hook,3,3005300,Brooklyn,Brooklyn,306,25,51,38,1,0,0
1040,2015-10-16,4,OnCurb,2,,,Damage,TreesCount Staff,StonesTrunkOther,pin oak,Quercus palustris,QN38,Pomonok-Flushing Heights-Hillcrest,4,4126700,Queens,Jamaica,408,11,24,24,0,0,1
1041,2015-10-19,1,OnCurb,1,1or2,Helpful,Damage,Volunteer,,littleleaf linden,Tilia cordata,QN17,Forest Hills,4,4072300,Queens,Forest Hills,406,15,28,29,0,1,0
1042,2015-10-06,9,OnCurb,1,,Helpful,NoDamage,Volunteer,,cherry,Prunus,QN15,Far Rockaway-Bayswater,4,4100801,Queens,Far Rockaway,414,10,23,31,0,1,0
1043,2015-12-08,3,OnCurb,1,3or4,Helpful,NoDamage,NYC Parks Staff,,cherry,Prunus,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23,0,1,0
1044,2016-09-12,3,OnCurb,1,1or2,,Damage,TreesCount Staff,,cherry,Prunus,MN40,Upper East Side-Carnegie Hill,1,1012200,Manhattan,New York,108,28,73,4,0,1,0
1045,2015-09-26,6,OnCurb,1,1or2,,NoDamage,Volunteer,,silver linden,Tilia tomentosa,BK40,Windsor Terrace,3,3050400,Brooklyn,Brooklyn,307,21,44,39,0,1,0
1046,2015-07-02,11,OnCurb,0,1or2,,Damage,NYC Parks Staff,,English oak,Quercus robur,BK35,Stuyvesant Heights,3,3029500,Brooklyn,Brooklyn,303,25,56,36,1,0,0
1047,2015-12-26,13,OnCurb,0,,,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,QN55,South Ozone Park,4,4081800,Queens,South Ozone Park,410,10,31,28,1,0,0
1048,2015-06-12,15,OnCurb,1,,,Damage,Volunteer,StonesRootOtherBranchLightsBranchOther,London planetree,Platanus x acerifolia,SI48,Arden Heights,5,5017009,Staten Island,Staten Island,503,24,62,51,0,1,0
1049,2015-07-25,5,OnCurb,0,3or4,Helpful,NoDamage,Volunteer,,cherry,Prunus,QN62,Queensboro Hill,4,4083700,Queens,Flushing,407,16,25,20,1,0,0
1050,2015-07-17,25,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,pin oak,Quercus palustris,QN08,St. Albans,4,4052000,Queens,Saint Albans,412,14,33,27,0,1,0
1051,2015-12-27,7,OnCurb,1,,,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,QN15,Far Rockaway-Bayswater,4,4101001,Queens,Far Rockaway,414,10,23,31,0,1,0
1052,2016-04-27,17,OnCurb,1,,Helpful,Damage,NYC Parks Staff,RootOtherWiresRopeTrunkOtherBranchOther,Norway maple,Acer platanoides,QN43,Bellerose,4,4157101,Queens,Bellerose,413,11,24,23,0,1,0
1053,2015-07-19,7,OffsetFromCurb,1,1or2,Unsure,Damage,Volunteer,,pin oak,Quercus palustris,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3,3059402,Brooklyn,Brooklyn,315,19,41,48,0,1,0
1054,2016-07-21,10,OnCurb,0,,,Damage,NYC Parks Staff,BranchLights,London planetree,Platanus x acerifolia,QN30,Maspeth,4,4051500,Queens,Woodside,405,15,30,30,1,0,0
1055,2015-12-11,12,OnCurb,1,,Helpful,NoDamage,Volunteer,,cherry,Prunus,BK85,East New York (Pennsylvania Ave),3,3114400,Brooklyn,Brooklyn,305,19,55,37,0,1,0
1056,2015-10-27,6,OnCurb,1,,,Damage,Volunteer,,littleleaf linden,Tilia cordata,QN31,Hunters Point-Sunnyside-West Maspeth,4,4018300,Queens,Sunnyside,402,12,37,26,0,1,0
1057,2015-06-23,2,OnCurb,0,1or2,Unsure,NoDamage,Volunteer,BranchLightsBranchOther,silver linden,Tilia tomentosa,QN06,Jamaica Estates-Holliswood,4,4127700,Queens,Hollis,408,11,24,23,1,0,0
1058,2015-10-19,4,OnCurb,2,,,NoDamage,Volunteer,,dawn redwood,Metasequoia glyptostroboides,SI11,Charleston-Richmond Valley-Tottenville,5,5024401,Staten Island,Staten Island,503,24,62,51,0,0,1
1059,2015-09-28,16,OnCurb,1,,,Damage,Volunteer,StonesBranchLights,English oak,Quercus robur,QN51,Murray Hill,4,4116300,Queens,Flushing,407,16,40,20,0,1,0
1060,2015-08-11,5,OnCurb,1,,,NoDamage,TreesCount Staff,,littleleaf linden,Tilia cordata,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,5018100,Staten Island,Staten Island,502,24,62,50,0,1,0
1061,2015-10-22,4,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,London planetree,Platanus x acerifolia,BK43,Midwood,3,3075200,Brooklyn,Brooklyn,314,17,42,45,0,1,0
1062,2015-07-09,5,OnCurb,1,1or2,Helpful,NoDamage,Volunteer,,green ash,Fraxinus pennsylvanica,QN51,Murray Hill,4,4115100,Queens,Flushing,407,11,40,19,0,1,0
1063,2016-06-22,18,OnCurb,1,,,Damage,Volunteer,StonesWiresRopeTrunkOtherBranchLights,English oak,Quercus robur,QN37,Kew Gardens Hills,4,4077902,Queens,Flushing,408,15,27,24,0,1,0
1064,2016-04-29,5,OffsetFromCurb,1,1or2,,Damage,TreesCount Staff,,horse chestnut,Aesculus hippocastanum,MN04,Hamilton Heights,1,1022500,Manhattan,New York,109,31,70,7,0,1,0
1065,2015-07-27,6,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BX34,Melrose South-Mott Haven North,2,2007900,Bronx,Bronx,201,29,84,8,0,1,0
1066,2016-09-19,5,OnCurb,1,,Helpful,Damage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157902,Queens,Glen Oaks,413,11,24,23,0,1,0
1067,2016-07-05,23,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN23,West Village,1,1006700,Manhattan,New York,102,27,66,3,0,1,0
1068,2016-08-31,3,OnCurb,1,,,NoDamage,NYC Parks Staff,,Chinese fringetree,Chionanthus retusus,QN31,Hunters Point-Sunnyside-West Maspeth,4,4000700,Queens,Long Island City,402,12,37,26,0,1,0
1069,2016-03-13,15,OnCurb,0,,,Damage,Volunteer,,Japanese zelkova,Zelkova serrata,QN46,Bayside-Bayside Hills,4,4111300,Queens,Bayside,411,11,26,19,1,0,0
1070,2015-08-04,14,OnCurb,1,,,Damage,NYC Parks Staff,,Callery pear,Pyrus calleryana,SI48,Arden Heights,5,5017009,Staten Island,Staten Island,503,24,62,51,0,1,0
1071,2015-10-08,5,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,pin oak,Quercus palustris,BK90,East Williamsburg,3,3047700,Brooklyn,Brooklyn,301,18,50,34,0,1,0
1072,2016-08-09,28,OnCurb,1,,,NoDamage,NYC Parks Staff,Stones,London planetree,Platanus x acerifolia,QN55,South Ozone Park,4,4016400,Queens,South Richmond Hill,410,10,31,28,0,1,0
1073,2015-09-15,13,OnCurb,1,,,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,BK61,Crown Heights North,3,3027100,Brooklyn,Brooklyn,303,25,56,36,0,1,0
1074,2016-04-05,22,OnCurb,1,,,Damage,Volunteer,TrunkOtherBranchOther,pin oak,Quercus palustris,BX27,Hunts Point,2,2009300,Bronx,Bronx,202,34,84,17,0,1,0
1075,2015-12-22,19,OnCurb,0,,,NoDamage,Volunteer,Stones,American linden,Tilia americana,BK63,Crown Heights South,3,3031900,Brooklyn,Brooklyn,309,20,43,35,1,0,0
1076,2015-09-20,14,OnCurb,1,,,NoDamage,Volunteer,StonesBranchLights,London planetree,Platanus x acerifolia,BK32,Sunset Park West,3,3010100,Brooklyn,Brooklyn,307,20,51,38,0,1,0
1077,2015-10-29,24,OnCurb,1,,,Damage,Volunteer,Stones,red maple,Acer rubrum,BX55,Soundview-Bruckner,2,2005200,Bronx,Bronx,209,32,85,17,0,1,0
1078,2015-10-29,6,OnCurb,1,1or2,Harmful,NoDamage,NYC Parks Staff,,silver linden,Tilia tomentosa,MN06,Manhattanville,1,1022301,Manhattan,New York,109,31,70,7,0,1,0
1079,2015-07-25,4,OnCurb,1,1or2,,NoDamage,NYC Parks Staff,,littleleaf linden,Tilia cordata,BX39,Mott Haven-Port Morris,2,2003900,Bronx,Bronx,201,29,84,8,0,1,0
1080,2015-10-15,5,OnCurb,0,,,NoDamage,NYC Parks Staff,,American linden,Tilia americana,BK61,Crown Heights North,3,3033700,Brooklyn,Brooklyn,309,20,43,35,1,0,0
1081,2015-10-06,31,OnCurb,1,,,NoDamage,Volunteer,Stones,London planetree,Platanus x acerifolia,SI07,Westerleigh,5,5015100,Staten Island,Staten Island,501,24,61,49,0,1,0
1082,2015-10-17,8,OnCurb,1,,,NoDamage,NYC Parks Staff,,American linden,Tilia americana,BK40,Windsor Terrace,3,3017100,Brooklyn,Brooklyn,307,21,44,39,0,1,0
1083,2015-10-15,30,OnCurb,1,,,NoDamage,TreesCount Staff,,ginkgo,Ginkgo biloba,MN03,Central Harlem North-Polo Grounds,1,1022102,Manhattan,New York,110,30,70,9,0,1,0
1084,2015-09-07,7,OnCurb,1,,,NoDamage,TreesCount Staff,,two-winged silverbell,Halesia diptera,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3070600,Brooklyn,Brooklyn,318,19,59,46,0,1,0
1085,2015-12-14,2,OffsetFromCurb,1,,,Damage,NYC Parks Staff,,American hornbeam,Carpinus caroliniana,QN21,Middle Village,4,4066701,Queens,Maspeth,405,15,30,30,0,1,0
1086,2015-09-16,10,OnCurb,1,,,Damage,NYC Parks Staff,,cherry,Prunus,MN01,Marble Hill-Inwood,1,1030700,Manhattan,New York,112,31,72,10,0,1,0
1087,2015-11-18,19,OnCurb,0,,,Damage,NYC Parks Staff,,English oak,Quercus robur,QN51,Murray Hill,4,4114700,Queens,Flushing,407,11,40,19,1,0,0
1088,2015-09-16,8,OnCurb,1,,,Damage,Volunteer,TrunkOther,English oak,Quercus robur,QN62,Queensboro Hill,4,4083700,Queens,Flushing,407,16,25,20,0,1,0
1089,2015-08-25,12,OnCurb,0,,,Damage,TreesCount Staff,,English oak,Quercus robur,BK77,Bushwick North,3,3044300,Brooklyn,Brooklyn,304,18,53,37,1,0,0
1090,2015-12-16,6,OnCurb,1,1or2,,NoDamage,Volunteer,,cherry,Prunus,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,4092800,Queens,Rockaway Park,414,15,23,32,0,1,0
1091,2015-10-28,39,OnCurb,1,,,Damage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,QN30,Maspeth,4,4049302,Queens,Maspeth,405,15,30,30,0,1,0
1092,2016-07-18,16,OnCurb,1,,,Damage,TreesCount Staff,,littleleaf linden,Tilia cordata,BX03,Eastchester-Edenwald-Baychester,2,2038600,Bronx,Bronx,212,36,83,12,0,1,0
1093,2016-07-28,8,OnCurb,1,,,Damage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN01,South Jamaica,4,4026400,Queens,Jamaica,412,14,32,27,0,1,0
1094,2015-11-19,6,OffsetFromCurb,1,3or4,,NoDamage,Volunteer,,honeylocust,Gleditsia triacanthos var. inermis,QN31,Hunters Point-Sunnyside-West Maspeth,4,4001900,Queens,Long Island City,402,12,37,26,0,1,0
1095,2016-05-03,5,OnCurb,1,,,NoDamage,TreesCount Staff,,Japanese tree lilac,Syringa reticulata,MN28,Lower East Side,1,1002800,Manhattan,New York,103,27,74,2,0,1,0
1096,2016-07-11,9,OnCurb,1,3or4,Helpful,NoDamage,Volunteer,Stones,ginkgo,Ginkgo biloba,BX03,Eastchester-Edenwald-Baychester,2,2046000,Bronx,Bronx,212,36,83,12,0,1,0
1097,2015-09-05,28,OnCurb,1,,,NoDamage,Volunteer,BranchLights,London planetree,Platanus x acerifolia,BK82,East New York,3,3116600,Brooklyn,Brooklyn,305,18,54,37,0,1,0
1098,2015-08-09,6,OnCurb,1,,,NoDamage,NYC Parks Staff,,Callery pear,Pyrus calleryana,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,4093800,Queens,Rockaway Park,414,15,23,32,0,1,0
1099,2016-05-18,5,OnCurb,1,1or2,Unsure,NoDamage,TreesCount Staff,,Japanese zelkova,Zelkova serrata,SI54,Great Kills,5,5014605,Staten Island,Staten Island,503,24,62,51,0,1,0
1100,2015-07-28,8,OnCurb,1,,,Damage,Volunteer,,black locust,Robinia pseudoacacia,BX49,Pelham Parkway,2,2029600,Bronx,Bronx,211,34,80,13,0,1,0
1101,2015-11-15,15,OnCurb,1,,,Damage,Volunteer,TrunkOtherBranchLightsBranchOther,Japanese zelkova,Zelkova serrata,QN37,Kew Gardens Hills,4,4077902,Queens,Flushing,408,15,27,24,0,1,0
1102,2015-09-05,17,OnCurb,0,,,Damage,Volunteer,Stones,London planetree,Platanus x acerifolia,QN43,Bellerose,4,4130100,Queens,Queens Village,413,11,24,23,1,0,0
1103,2015-07-18,3,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,BK75,Bedford,3,3026300,Brooklyn,Brooklyn,303,25,56,36,0,1,0
1104,2015-11-16,4,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,BX31,Allerton-Pelham Gardens,2,2031000,Bronx,Bronx,211,34,80,13,0,1,0
1105,2015-10-26,13,OnCurb,1,,,NoDamage,TreesCount Staff,Stones,London planetree,Platanus x acerifolia,MN04,Hamilton Heights,1,1023700,Manhattan,New York,109,30,71,7,0,1,0
1106,2015-08-01,6,OnCurb,0,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,MN25,Battery Park City-Lower Manhattan,1,1031704,Manhattan,New York,101,26,65,1,1,0,0
1107,2015-10-23,5,OnCurb,2,,,NoDamage,Volunteer,,cherry,Prunus,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4155102,Queens,Glen Oaks,413,11,24,23,0,0,1
1108,2015-11-02,5,OnCurb,0,,Helpful,NoDamage,Volunteer,,Sophora,Styphnolobium japonicum,MN12,Upper West Side,1,1016100,Manhattan,New York,107,29,67,6,1,0,0
1109,2015-10-12,14,OnCurb,1,,,Damage,TreesCount Staff,BranchLights,London planetree,Platanus x acerifolia,BK72,Williamsburg,3,3052900,Brooklyn,Brooklyn,301,26,50,33,0,1,0
1110,2015-10-08,15,OnCurb,1,,,NoDamage,Volunteer,RootOtherBranchOther,London planetree,Platanus x acerifolia,QN42,Oakland Gardens,4,4129104,Queens,Oakland Gardens,411,11,24,23,0,1,0
1111,2015-10-20,6,OffsetFromCurb,1,,Helpful,NoDamage,Volunteer,WiresRopeBranchLights,swamp white oak,Quercus bicolor,MN40,Upper East Side-Carnegie Hill,1,1012800,Manhattan,New York,108,28,73,4,0,1,0
1112,2016-01-20,12,OffsetFromCurb,0,,,Damage,Volunteer,StonesRootOtherTrunkOther,Japanese zelkova,Zelkova serrata,BX09,Soundview-Castle Hill-Clason Point-Harding Park,2,2004600,Bronx,Bronx,209,34,85,18,1,0,0
1113,2015-08-15,5,OnCurb,1,,Helpful,NoDamage,Volunteer,TrunkOther,ginkgo,Ginkgo biloba,QN37,Kew Gardens Hills,4,4077902,Queens,Flushing,408,15,27,24,0,1,0
1114,2015-12-07,6,OnCurb,0,1or2,Unsure,Damage,Volunteer,Stones,littleleaf linden,Tilia cordata,SI36,Old Town-Dongan Hills-South Beach,5,5011201,Staten Island,Staten Island,502,24,64,50,1,0,0
1115,2015-07-13,13,OnCurb,0,,,Damage,Volunteer,,English oak,Quercus robur,BK09,Brooklyn Heights-Cobble Hill,3,3000100,Brooklyn,Brooklyn,302,26,52,33,1,0,0
1116,2016-09-10,9,OnCurb,1,,,NoDamage,TreesCount Staff,,sweetgum,Liquidambar styraciflua,BK31,Bay Ridge,3,3006200,Brooklyn,Brooklyn,310,22,46,43,0,1,0
1117,2015-10-15,31,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,QN02,Springfield Gardens North,4,4033000,Queens,Springfield Gardens,412,10,29,31,0,1,0
1118,2015-08-18,6,OnCurb,1,3or4,Helpful,Damage,TreesCount Staff,BranchOther,cherry,Prunus,BK41,Kensington-Ocean Parkway,3,3049600,Brooklyn,Brooklyn,312,21,44,39,0,1,0
1119,2015-11-13,4,OnCurb,1,1or2,Unsure,NoDamage,Volunteer,,cherry,Prunus,SI35,New Brighton-Silver Lake,5,5005900,Staten Island,Staten Island,501,24,63,49,0,1,0
1120,2015-07-27,26,OnCurb,0,,,NoDamage,NYC Parks Staff,BranchLights,London planetree,Platanus x acerifolia,BX43,Norwood,2,2043500,Bronx,Bronx,212,34,81,11,1,0,0
1121,2015-12-03,25,OnCurb,1,,,NoDamage,TreesCount Staff,StonesBranchLights,London planetree,Platanus x acerifolia,QN56,Ozone Park,4,4005400,Queens,Ozone Park,410,15,23,32,0,1,0
1122,2015-08-09,8,OnCurb,1,,,NoDamage,TreesCount Staff,,Callery pear,Pyrus calleryana,QN45,Douglas Manor-Douglaston-Little Neck,4,4152901,Queens,Little Neck,411,11,25,23,0,1,0
1123,2016-09-11,3,OnCurb,1,,,NoDamage,Volunteer,,Japanese zelkova,Zelkova serrata,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,1002100,Manhattan,New York,101,26,66,1,0,1,0
1124,2015-06-24,5,OnCurb,1,,,NoDamage,Volunteer,,cherry,Prunus,QN44,Glen Oaks-Floral Park-New Hyde Park,4,4157901,Queens,Glen Oaks,413,11,33,23,0,1,0
1125,2016-08-07,26,OnCurb,1,,,Damage,Volunteer,Stones,honeylocust,Gleditsia triacanthos var. inermis,QN72,Steinway,4,4013500,Queens,Astoria,401,13,36,22,0,1,0
1126,2015-06-08,3,OnCurb,0,1or2,Helpful,NoDamage,NYC Parks Staff,Stones,cherry,Prunus,BK37,Park Slope-Gowanus,3,3015900,Brooklyn,Brooklyn,306,20,52,39,1,0,0
1127,2016-06-20,3,OffsetFromCurb,0,1or2,Helpful,NoDamage,NYC Parks Staff,,American elm,Ulmus americana,BK95,Erasmus,3,3082600,Brooklyn,Brooklyn,317,21,42,40,1,0,0
1128,2015-11-16,4,OnCurb,1,3or4,,Damage,Volunteer,,cherry,Prunus,SI28,Port Richmond,5,5025100,Staten Island,Staten Island,501,24,61,50,0,1,0
1129,2015-10-15,16,OnCurb,1,1or2,Helpful,NoDamage,NYC Parks Staff,,green ash,Fraxinus pennsylvanica,MN01,Marble Hill-Inwood,1,1029500,Manhattan,New York,112,31,72,10,0,1,0
1130,2016-09-10,4,OnCurb,1,,,Damage,TreesCount Staff,,London planetree,Platanus x acerifolia,BX34,Melrose South-Mott Haven North,2,2006900,Bronx,Bronx,201,32,79,17,0,1,0
1131,2015-12-04,5,OnCurb,1,,,NoDamage,NYC Parks Staff,,crimson king maple,Acer platanoides 'Crimson King',SI14,Grasmere-Arrochar-Ft. Wadsworth,5,5002002,Staten Island,Staten Island,502,23,64,50,0,1,0
1132,2015-09-16,7,OnCurb,1,,,NoDamage,Volunteer,,maple,Acer,SI48,Arden Heights,5,5017008,Staten Island,Staten Island,503,24,63,51,0,1,0
1133,2015-10-23,6,OnCurb,0,,,Damage,NYC Parks Staff,,swamp white oak,Quercus bicolor,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3,3070201,Brooklyn,Brooklyn,318,19,59,46,1,0,0
1134,2015-10-15,7,OnCurb,1,,,NoDamage,NYC Parks Staff,,dawn redwood,Metasequoia glyptostroboides,SI54,Great Kills,5,5014608,Staten Island,Staten Island,503,24,62,51,0,1,0
1135,2015-08-06,17,OnCurb,1,,,NoDamage,TreesCount Staff,,dawn redwood,Metasequoia glyptostroboides,SI05,New Springville-Bloomfield-Travis,5,5029103,Staten Island,Staten Island,502,24,63,50,0,1,0
1136,2016-02-12,6,OnCurb,1,,,NoDamage,Volunteer,,littleleaf linden,Tilia cordata,QN51,Murray Hill,4,4114100,Queens,Flushing,407,11,26,19,0,1,0
